id,name,category,website,city,address
11247,"My Loup",restaurant,http://myloupphl.com/,Philadelphia,
11248,"Caribou Cafe",restaurant,http://cariboucafe.com/,Philadelphia,
11249,"The Good King Tavern",restaurant,http://thegoodkingtavern.com/,Philadelphia,
11250,"Bistro Perrier",restaurant,https://walnuthillcollege.edu/restaurants-shops/bistro-perrier-at-walnut-hill-college-french-food-fine-dining/,Philadelphia,
11251,"Café Lutécia",restaurant,https://www.facebook.com/pages/Cafe-Lutecia/117702891589376,Philadelphia,
11252,"Fleur's",restaurant,https://www.fleursphilly.com/,Philadelphia,
11253,"Mabu Kitchen",restaurant,http://mabukitchenphilly.com/,Philadelphia,
11254,"TOWNSEND EPX",restaurant,https://www.townsendepx.com/,Philadelphia,
11255,"Chez Colette",restaurant,https://www.sofitel-philadelphia.com/dining-lounge/chez-colette/?utm_source=google+Maps&utm_medium=seo+maps&utm_campaign=seo+maps,Philadelphia,
11256,"Red Owl Tavern",restaurant,https://redowltavern.com/,Philadelphia,
11257,"Village Whiskey",restaurant,http://villagewhiskey.com/,Philadelphia,
11258,"Green Eggs Café",restaurant,https://greeneggscafe.com/menu/,Philadelphia,
11259,"Honey's Sit 'n Eat",restaurant,https://honeyssitneat-north.mobilebytes.com/menu,Philadelphia,
11260,"Marathon Grill",restaurant,http://eatmarathon.com/16th-and-sansom/,Philadelphia,
11261,"Oyster House",restaurant,http://oysterhousephilly.com/,Philadelphia,
11262,"Vernick Fish",restaurant,https://www.vernickfish.com/?utm_source=google&utm_medium=organicsearch&utm_campaign=tor-phi-fab-mid-seo-na&utm_content=na-na&utm_term=na,Philadelphia,
11263,"Seafood Unlimited",restaurant,https://seafoodunlimited.com/,Philadelphia,
11264,"Pearl and Mary Oyster Bar",restaurant,https://www.pearlandmary.com/,Philadelphia,
11265,"Loch Bar",restaurant,http://www.lochbar.com/philly,Philadelphia,
11266,"Little Fish BYOB",restaurant,https://www.littlefishbyob.com/,Philadelphia,
11267,"Seven Seas Mediterranean Seafood",restaurant,https://sevenseas-dining.com/,Philadelphia,
11268,"McCormick & Schmick's Seafood & Steaks",restaurant,https://www.mccormickandschmicks.com/location/mccormick-schmicks-seafood-steaks-philadelphia-pa/,Philadelphia,
11269,"Jordan Johnson",restaurant,https://jordanjohnsons.toast.site/order,Philadelphia,
11270,"Luke's Lobster Rittenhouse",restaurant,https://lukeslobster.com/pages/rittenhouse?utm_source=google&utm_medium=places&utm_campaign=rittenhouse&utm_content=main,Philadelphia,
11271,"Little Water",restaurant,https://www.littlewaterphl.com/,Philadelphia,
11272,"Hook & Reel Cajun Seafood & Bar",restaurant,https://hookreel.com/location/southphiladelphia/,Philadelphia,
11273,"Gallo's Seafood",restaurant,http://www.gallosandburgerbar.com/,Philadelphia,
11274,"Chickie's & Pete's",restaurant,https://chickiesandpetes.com/location/roosevelt-blvd-2/?utm_source=gmb&utm_medium=organic&utm_campaign=roosevelt_blvd,Philadelphia,
11275,"Alaska King Crab House",restaurant,"",Philadelphia,
11276,"Fishtown Seafood",restaurant,https://www.fishtownseafood.com/,Philadelphia,
